"measure_id","measure_name","location_id","location_name","sex_id","sex_name","age_group_id","age_group_name","cause_id","cause_name","year_id","metric_id","metric_name","infectious_syndrome","pathogen","val","upper","lower","n_ab"
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Bloodstream infections","Streptococcus pneumoniae",950.094273662224,1431.73419493981,596.074940872817,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Diarrhoea","Aeromonas spp.",49.7210975158783,134.758326692949,10.2825950961633,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Diarrhoea","Campylobacter spp.",853.159874277585,1980.81037137301,269.874605072029,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Diarrhoea","Clostridioides difficile",126.664118154573,219.672989950613,63.2764734404791,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Diarrhoea","Escherichia coli",569.767575921599,1099.98408631561,244.844440146036,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Diarrhoea","Non-typhoidal Salmonella",874.153223022164,2290.62344696623,135.230481890591,2
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Diarrhoea","Shigella spp.",925.010708662379,1957.6080390207,329.575662419541,2
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Diarrhoea","Vibrio cholerae",314.867532696062,605.554303651676,146.932378833326,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Acinetobacter baumannii",26.6563844756596,49.2170280069883,13.1180301885269,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Enterobacter spp.",19.7007767210608,36.8677975154218,10.3046322516417,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Enterococcus faecalis",3.49809915989747,6.09321741460812,2.0457434354437,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Enterococcus faecium",4.09648208578899,7.39860177724852,2.31171045849208,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Escherichia coli",6.32502755319973,11.0681381736579,3.71479350929328,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Group A Streptococcus",23.1869200903263,40.8629537282619,13.528618018788,2
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Group B Streptococcus",11.7196382375381,20.8401185298128,6.72275789813888,4
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Klebsiella pneumoniae",25.8817714349902,45.4390869988044,15.4713404629761,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Non-typhoidal Salmonella",13.382180197035,23.7552272132514,7.79850277492953,2
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Other enterococci",5.76949967868735,11.5412442289667,2.94508802828521,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Proteus spp.",1.60243682036504,2.88531059670133,0.893322129259437,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Pseudomonas aeruginosa",10.5112740537337,18.7102507579071,6.10837977046733,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Salmonella Typhi",5.66741657676941,10.4444279934652,2.84234900410489,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Serratia spp.",6.25667202209418,11.317432550489,3.4191849103151,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Staphylococcus aureus",22.1904829691666,39.0870309874915,12.4094503008105,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Endocarditis and other cardiac infections","Streptococcus pneumoniae",23.5669394653057,41.7023115371461,14.0328979623201,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Enterobacter spp.",0.924167133154627,3.23906559505681,0.101882813524036,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Enterococcus faecalis",0.686786519856269,2.31274766052698,0.0777167844915868,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Enterococcus faecium",0.324391905811993,1.20652827465687,0.0303576472013827,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Escherichia coli",2.99831309099766,9.77555845586327,0.420015773727535,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Group A Streptococcus",3.15070550039154,9.96079692106476,0.450190171605141,2
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Group B Streptococcus",1.00658244080353,3.73554011468635,0.116788052330094,4
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Klebsiella pneumoniae",0.777984255635973,2.77911517750312,0.0813277416216809,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Pseudomonas aeruginosa",4.58359700126343,15.2747887673172,0.657561737661239,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Infections of bones, joints, and related organs","Staphylococcus aureus",4.61503084015655,14.8598617237911,0.679558916262341,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Acinetobacter baumannii",269.261548984863,453.128436383634,154.139569961989,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Chlamydia spp.",693.517785997829,873.761111346781,544.952177916175,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Enterobacter spp.",425.892580961885,599.278775585829,296.339261015405,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Escherichia coli",1136.82077992999,1442.17343370887,888.142893967884,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Group B Streptococcus",968.873885452352,1264.21414069248,725.945131275689,4
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Haemophilus influenzae",1591.21591778561,1960.13287960365,1304.79426728091,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Klebsiella pneumoniae",2390.53207082385,2964.14627379402,1951.291902305,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Legionella spp.",72.8212716266195,130.503410666221,37.4244226322931,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Mycoplasma spp.",1913.85998017111,2290.67132241745,1569.55883384574,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Pseudomonas aeruginosa",1610.90356655768,1977.66352082421,1293.21620932208,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Staphylococcus aureus",3158.13611206466,3875.22332578453,2597.28326678103,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Lower respiratory infections and all related infections in the thorax","Streptococcus pneumoniae",12944.6832115444,15689.9539835412,10810.2288354456,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Escherichia coli",395.981815627621,577.084022415323,269.709027076494,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Group B Streptococcus",265.534072249382,374.550564514525,187.184118820315,4
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Haemophilus influenzae",231.481695364047,327.290479122747,160.834052113215,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Klebsiella pneumoniae",501.606703161811,751.736891601832,322.425900517293,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Listeria monocytogenes",213.558232705505,327.579821608102,130.880409056595,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Neisseria meningitidis",443.588004683035,624.433895701386,311.035625329034,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Staphylococcus aureus",186.407645062174,263.548944018434,130.335380356505,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Meningitis and other bacterial central nervous system infections","Streptococcus pneumoniae",549.985820315961,775.551288465594,387.927712567523,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Citrobacter spp.",27.0875886328258,52.7100282572744,11.2210842112412,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Enterobacter spp.",116.434951706258,207.742071922031,55.1491509055086,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Enterococcus faecalis",135.496654871931,278.620554645256,57.0636018263734,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Enterococcus faecium",156.597115773214,312.739721917644,66.9898305867896,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Escherichia coli",403.152287956109,708.367504170515,209.582877973795,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Klebsiella pneumoniae",150.997302195402,268.232759168729,76.8084084216287,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Other Klebsiella species",78.0115781252038,164.154521670649,30.1336722934213,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Proteus spp.",39.9772125976328,83.3922000717929,16.4473585659295,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Pseudomonas aeruginosa",149.072504622415,287.122125516139,71.0295469891541,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Serratia spp.",34.2518989862549,64.0148189313194,14.8843290692971,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Peritoneal and intra-abdominal infections","Staphylococcus aureus",433.811754307698,756.271924969273,214.783811230819,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Typhoid fever, paratyphoid fever, and invasive non-typhoidal Salmonella","Non-typhoidal Salmonella",86.9351671121804,139.716644696252,49.1227435025749,2
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Typhoid fever, paratyphoid fever, and invasive non-typhoidal Salmonella","Salmonella Paratyphi",1.4689701559483,3.92884880925201,0.429480419743426,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Typhoid fever, paratyphoid fever, and invasive non-typhoidal Salmonella","Salmonella Typhi",10.9907534340721,26.5409604536838,4.0320937466841,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Acinetobacter baumannii",10.7203748453612,28.4354071528901,2.28899220781905,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Citrobacter spp.",2.32186903708877,4.8943249515978,1.09254559859654,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Enterobacter spp.",9.93620091340371,21.1063296904784,4.37609457937794,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Enterococcus faecalis",14.4604328855281,24.1968681100118,8.8299668559058,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Enterococcus faecium",4.92601871406946,11.8456126481758,1.64583764343307,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Escherichia coli",45.6424838155277,76.8474226531233,28.5490810692642,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Group B Streptococcus",6.28631565210438,11.2391345891473,3.43741192054347,4
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Klebsiella pneumoniae",11.5955727032613,23.1730795062597,5.71647064815484,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Morganella spp.",2.07846028739994,4.31493356441298,0.868820003471925,4
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Other enterococci",9.56084097138794,18.3175478760343,4.95856650363486,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Proteus spp.",10.687113103304,18.8561298588247,6.10949031823032,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Providencia spp.",2.74512966980396,6.02527414795784,0.987769239944657,0
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Pseudomonas aeruginosa",9.93864880669206,23.1415907047214,3.65086748176929,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Serratia spp.",3.18422332485437,6.99488364467364,1.21463605415913,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",4,"Post Neonatal",294,"All causes",2019,1,"Number","Urinary tract infections and pyelonephritis","Staphylococcus aureus",12.9726263379558,25.9495076863045,6.45227342290364,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Acinetobacter baumannii",3.72117493251803,17.7625055515029,0.144473457653183,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Enterobacter spp.",2.88156744871309,9.06238140878635,0.496257471152732,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Enterococcus faecalis",2.578883028898,11.5285440666529,0.191848769031384,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Escherichia coli",7.67952971405613,22.3915452673681,1.64912393003345,8
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Group A Streptococcus",40.5530790817333,74.593344840659,20.2894772940698,2
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Group B Streptococcus",7.27542029417561,25.9947251259488,1.15631333452351,4
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Klebsiella pneumoniae",2.43633403396802,9.77484523753648,0.256245294465392,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Other enterococci",3.87484760305861,14.4318541218613,0.589766396617193,3
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Proteus spp.",3.48230887591016,11.5649179770328,0.743311625725477,6
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Pseudomonas aeruginosa",6.003672427759,19.512583461033,1.0774697914973,7
1,"Deaths",4,"Southeast Asia, East Asia, and Oceania",3,"All",5,"1 to 4",294,"All causes",2019,1,"Number","Bacterial infections of the skin and subcutaneous systems","Staphylococcus aureus",57.3907470038979,104.500240760537,27.3621795459874,6
