,country,study,doi,subregion,start_year,end_year,class_consumed,ab_consumed,amt_consumed,percent_isolates_resistant,notes,pathogen,ab_for_resistance,class_for_resistance,ab_setting,pathogen_setting,units,Region,income_group
6072,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2005,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),166,17,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6073,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,25,4,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6074,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,25,12,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6075,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),167,15,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6076,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Aminoglycosides,Aminoglycosides,56,64,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6077,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Glycopeptides,Vancomycin,25,10,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6078,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Aminoglycosides,Aminoglycosides,58,68,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6079,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Aminoglycosides,Aminoglycosides,61,63,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6080,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),114,76,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6081,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Aminoglycosides,Aminoglycosides,57,78,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6082,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Aminoglycosides,Aminoglycosides,55,77,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6083,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2010,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),109,20,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6084,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2006,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),173,12,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6085,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Cephalosporins (3rd/4th gen),Cephalosporins (3rd/4th gen),185,7,DDD/1000 patient days,E. coli,Beta-Lactam Antibiotics,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6086,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,total abx,Total Abx,554,11,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6087,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,52,76,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6088,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,25,80,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6089,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,25,74,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6090,South Korea,Trends in South Korean antimicrobial use and association with changes in Escherichia coli resistance rates: 12-year ecological study using a nationwide surveillance and antimicrobial prescription database,https://doi.org/10.1371/journal.pone.0209580,South Korea,NA,2004,Fluoroquinolones,Fluoroquinolones,1,31,DDD/1000 inhabitants per day,E. coli,Fluoroquinolones,Quinolones,community,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,High income
6091,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,27,78,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6092,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2007,Aminoglycosides,Aminoglycosides,24,75,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6093,South Korea,Trends in South Korean antimicrobial use and association with changes in Escherichia coli resistance rates: 12-year ecological study using a nationwide surveillance and antimicrobial prescription database,https://doi.org/10.1371/journal.pone.0209580,South Korea,NA,2006,Fluoroquinolones,Fluoroquinolones,1,33,DDD/1000 inhabitants per day,E. coli,Fluoroquinolones,Quinolones,community,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,High income
6094,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,19,79,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6095,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,20,79,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6096,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,17,81,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6097,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,18,76,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6098,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,20,81,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6099,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,22,71,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6100,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,total abx,Total Abx,486,23,DDD/1000 patient days,P. aeruginosa,Meropenem,Carbapenems,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6101,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Glycopeptides,Glycopeptides,29,19,DDD/1000 patient days,Enterococci,Vancomycin,Glycopeptides,hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6102,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,18,77,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6103,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2008,Aminoglycosides,Aminoglycosides,19,74,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
6104,South Korea,Trends in South Korean antimicrobial use and association with changes in Escherichia coli resistance rates: 12-year ecological study using a nationwide surveillance and antimicrobial prescription database,https://doi.org/10.1371/journal.pone.0209580,South Korea,NA,2006,Fluoroquinolones,Ciprofloxacin,0,33,DDD/1000 inhabitants per day,E. coli,Fluoroquinolones,Quinolones,community,Hospital + community,DDD/1000 inhabitants/day,East Asia & Pacific,High income
6105,South Korea, Impact of monitoring surgical prophylactic antibiotics and a computerized decision support system on antimicrobial use and antimicrobial resistance,10.1016/j.ajic.2016.01.025,South Korea,NA,2009,Aminoglycosides,Aminoglycosides,18,80,DDD/1000 patient days,S. aureus,Methicillin,"Beta lactam antibacterials, penicillins",hospital,Hospital Aquired,DDD/1000 patient days,East Asia & Pacific,High income
