"Consumption","Resistance","Pathogen","DOI","Antibiotic","Weight","ISO3","PC1","PC2","PC3","GDP","Year"
25,17,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01C",1,"JPN",3.77904969471706,-10.8975362252055,1.60078837399043,41635.96717,2012
0,16,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01C",1,"JPN",3.37416937233917,-10.1914112202681,1.81797941649225,39316.36707,2009
0,54,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01C",1,"JPN",3.52993443177546,-10.3981402151018,1.81554450648471,40920.16938,2010
0,23,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01C",1,"JPN",3.63991338187612,-10.6749772216256,1.60083126200042,41005.79557,2011
0,10,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01C",1,"JPN",3.77904969471706,-10.8975362252055,1.60078837399043,41635.96717,2012
0,45,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.52993443177546,-10.3981402151018,1.81554450648471,40920.16938,2010
0,23,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.63991338187612,-10.6749772216256,1.60083126200042,41005.79557,2011
0,10,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.77904969471706,-10.8975362252055,1.60078837399043,41635.96717,2012
1,69,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.37416937233917,-10.1914112202681,1.81797941649225,39316.36707,2009
0,74,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.52993443177546,-10.3981402151018,1.81554450648471,40920.16938,2010
0,68,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.63991338187612,-10.6749772216256,1.60083126200042,41005.79557,2011
2,19,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.63991338187612,-10.6749772216256,1.60083126200042,41005.79557,2011
3,14,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.77904969471706,-10.8975362252055,1.60078837399043,41635.96717,2012
1,27,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.37416937233917,-10.1914112202681,1.81797941649225,39316.36707,2009
1,51,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.52993443177546,-10.3981402151018,1.81554450648471,40920.16938,2010
1,25,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.63991338187612,-10.6749772216256,1.60083126200042,41005.79557,2011
1,25,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.77904969471706,-10.8975362252055,1.60078837399043,41635.96717,2012
0,18,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.37416937233917,-10.1914112202681,1.81797941649225,39316.36707,2009
4,45,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01M",1,"JPN",3.52993443177546,-10.3981402151018,1.81554450648471,40920.16938,2010
0,75,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01D",1,"JPN",3.77904969471706,-10.8975362252055,1.60078837399043,41635.96717,2012
6,7,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01M",1,"JPN",3.37416937233917,-10.1914112202681,1.81797941649225,39316.36707,2009
3,19,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01M",1,"JPN",3.63991338187612,-10.6749772216256,1.60083126200042,41005.79557,2011
3,14,"P. aeruginosa","https://doi.org/10.1007/s40121-015-0066-x","J01M",1,"JPN",3.77904969471706,-10.8975362252055,1.60078837399043,41635.96717,2012
435,21,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.90942535357108,-1.14547780838466,1.84565208390183,17390.7584,2010
548,28,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.80336280368424,-1.33887253332887,1.83976730421401,17353.19608,2011
176,20,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.71162883347617,-1.53811260037378,1.82810186735467,17323.30138,2012
408,17,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.59584849239378,-1.79290950480255,1.8123617660861,16396.49693,2013
322,13,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.49637927762125,-1.7659407614424,1.85568953333378,15205.87327,2014
240,10,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.4338043818007,-1.83149433274796,1.85072499921015,14980.02052,2015
350,11,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.38118683974065,-2.05009994039871,1.7997698528006,15572.36117,2016
48,11,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.32941154665577,-2.100571035661,1.81475581743111,16128.58382,2017
380,14,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.2968566977402,-2.10761926310264,1.83090199194083,16290.05165,2018
435,19,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.90942535357108,-1.14547780838466,1.84565208390183,17390.7584,2010
548,16,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.80336280368424,-1.33887253332887,1.83976730421401,17353.19608,2011
176,13,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.71162883347617,-1.53811260037378,1.82810186735467,17323.30138,2012
408,13,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.59584849239378,-1.79290950480255,1.8123617660861,16396.49693,2013
322,15,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.49637927762125,-1.7659407614424,1.85568953333378,15205.87327,2014
240,9,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.4338043818007,-1.83149433274796,1.85072499921015,14980.02052,2015
350,9,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.38118683974065,-2.05009994039871,1.7997698528006,15572.36117,2016
48,13,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.32941154665577,-2.100571035661,1.81475581743111,16128.58382,2017
380,12,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.2968566977402,-2.10761926310264,1.83090199194083,16290.05165,2018
58,26,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.90942535357108,-1.14547780838466,1.84565208390183,17390.7584,2010
49,27,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.80336280368424,-1.33887253332887,1.83976730421401,17353.19608,2011
78,18,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.71162883347617,-1.53811260037378,1.82810186735467,17323.30138,2012
95,14,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.59584849239378,-1.79290950480255,1.8123617660861,16396.49693,2013
120,12,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.49637927762125,-1.7659407614424,1.85568953333378,15205.87327,2014
108,13,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.4338043818007,-1.83149433274796,1.85072499921015,14980.02052,2015
117,13,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.38118683974065,-2.05009994039871,1.7997698528006,15572.36117,2016
82,12,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.32941154665577,-2.100571035661,1.81475581743111,16128.58382,2017
52,13,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01G",1,"LBN",-1.2968566977402,-2.10761926310264,1.83090199194083,16290.05165,2018
1375,34,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.90942535357108,-1.14547780838466,1.84565208390183,17390.7584,2010
1336,36,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.80336280368424,-1.33887253332887,1.83976730421401,17353.19608,2011
1279,36,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.71162883347617,-1.53811260037378,1.82810186735467,17323.30138,2012
1284,28,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.59584849239378,-1.79290950480255,1.8123617660861,16396.49693,2013
1315,28,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.49637927762125,-1.7659407614424,1.85568953333378,15205.87327,2014
1222,25,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.4338043818007,-1.83149433274796,1.85072499921015,14980.02052,2015
1244,23,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.38118683974065,-2.05009994039871,1.7997698528006,15572.36117,2016
1175,23,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.32941154665577,-2.100571035661,1.81475581743111,16128.58382,2017
1246,32,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.2968566977402,-2.10761926310264,1.83090199194083,16290.05165,2018
1375,42,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.90942535357108,-1.14547780838466,1.84565208390183,17390.7584,2010
1336,40,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.80336280368424,-1.33887253332887,1.83976730421401,17353.19608,2011
1279,45,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.71162883347617,-1.53811260037378,1.82810186735467,17323.30138,2012
1284,35,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.59584849239378,-1.79290950480255,1.8123617660861,16396.49693,2013
1315,36,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.49637927762125,-1.7659407614424,1.85568953333378,15205.87327,2014
1222,33,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.4338043818007,-1.83149433274796,1.85072499921015,14980.02052,2015
1244,31,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.38118683974065,-2.05009994039871,1.7997698528006,15572.36117,2016
1175,30,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.32941154665577,-2.100571035661,1.81475581743111,16128.58382,2017
1246,35,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01M",1,"LBN",-1.2968566977402,-2.10761926310264,1.83090199194083,16290.05165,2018
429,22,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.90942535357108,-1.14547780838466,1.84565208390183,17390.7584,2010
571,24,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.80336280368424,-1.33887253332887,1.83976730421401,17353.19608,2011
279,19,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.71162883347617,-1.53811260037378,1.82810186735467,17323.30138,2012
236,12,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.59584849239378,-1.79290950480255,1.8123617660861,16396.49693,2013
260,17,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.49637927762125,-1.7659407614424,1.85568953333378,15205.87327,2014
349,9,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.4338043818007,-1.83149433274796,1.85072499921015,14980.02052,2015
410,9,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.38118683974065,-2.05009994039871,1.7997698528006,15572.36117,2016
360,11,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.32941154665577,-2.100571035661,1.81475581743111,16128.58382,2017
441,15,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01C",1,"LBN",-1.2968566977402,-2.10761926310264,1.83090199194083,16290.05165,2018
962,0,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.90942535357108,-1.14547780838466,1.84565208390183,17390.7584,2010
961,0,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.80336280368424,-1.33887253332887,1.83976730421401,17353.19608,2011
986,38,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.71162883347617,-1.53811260037378,1.82810186735467,17323.30138,2012
1062,25,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.59584849239378,-1.79290950480255,1.8123617660861,16396.49693,2013
1173,24,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.49637927762125,-1.7659407614424,1.85568953333378,15205.87327,2014
1183,28,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.4338043818007,-1.83149433274796,1.85072499921015,14980.02052,2015
930,31,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.38118683974065,-2.05009994039871,1.7997698528006,15572.36117,2016
355,27,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.32941154665577,-2.100571035661,1.81475581743111,16128.58382,2017
185,29,"P. aeruginosa","https://doi.org/10.3390/antibiotics12020192","J01D",1,"LBN",-1.2968566977402,-2.10761926310264,1.83090199194083,16290.05165,2018
10,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
4,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
18,27,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
4,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
20,93,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
3,30,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
13,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
24,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
14,1,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
21,31,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
19,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
13,2,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
92,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
60,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
70,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
8,98,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
8,96,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
44,95,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
78,88,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
44,90,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
54,97,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
71,95,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
42,94,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
56,14,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
22,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
19,95,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
17,5,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
9,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
13,13,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
13,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
18,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
46,87,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
10,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
4,21,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
3,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
13,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
6,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
13,4,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
8,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
19,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
4,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
27,2,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
42,25,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
74,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
120,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
24,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
14,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
21,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
3,56,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
4,54,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
3,71,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
5,54,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
33,65,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
17,45,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
27,45,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
15,44,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
3,66,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
6,65,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
8,78,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
6,83,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
32,54,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
46,67,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
16,64,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
30,63,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
37,43,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
69,61,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
32,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
27,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
42,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
74,0,"Enterobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
32,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
98,0,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
71,29,"K. pneumoniae","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
12,94,"Acinetobacter spp.","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
45,67,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
70,64,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
40,62,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
44,71,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
31,100,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
36,60,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
17,95,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
13,83,"S. aureus","https://doi.org/10.3390/antibiotics10101221","J01C",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
12,66,"P. aeruginosa","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
19,65,"P. aeruginosa","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.23962739933198,-2.01074434903803,0.872680296672333,14920.10368,2016
8,48,"P. aeruginosa","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.16260948265197,-2.15177879548844,0.866355276731284,15072.2039,2017
8,63,"P. aeruginosa","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.0671221059663,-2.33871345707949,0.859658142212516,15388.99832,2018
44,55,"P. aeruginosa","https://doi.org/10.3390/antibiotics10101221","J01D",1,"PER",-3.32052029376411,-1.8586284082814,0.878806480559941,14545.38114,2015
