"Pathogen","ATC.Class","Total.Isolates","Percent.Resistant.Isolates","Antibiotic.Consumption","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","GDP"
"S. aureus","J01A",119845,1.73178403755869,1.8532676056338,-0.794861895700947,-5.69752656321126,0.904006707169812,-0.685620410334285,-0.65491839398567,-0.0389719001431383,0.596216878553242,0.125856342384552,-0.0452122106136343,-0.0030604547398147,37523.2062664286
"S. aureus","J01C",883624,29.9134369251378,8.08223490813648,0.34698400651247,-7.97293414672721,0.86662170006291,-1.66873779603938,-0.0895637642705891,0.457433019639158,-0.045003847579211,0.267499672065366,-0.0487082425682229,0.0512639633878691,43857.7647222531
"S. aureus","J01D",68020,0.0381954887218047,2.93501503759398,-0.406951463391893,-6.59625129675489,0.811084385163165,-1.01186823455756,-0.565877559821106,-0.0267784293216513,0.745528879381036,0.067604087463348,0.0949227826335384,0.0227104183099016,38120.1639250278
"S. aureus","J01E",47564,3.1460103626943,0.591575129533679,-0.34891247257835,-6.72745394232792,0.787180586551106,-1.08757466921016,-0.535129159622177,-0.0333674505916577,0.754023956376587,0.0617861330900322,0.074807268100876,0.0809371900757634,38438.8874496667
"S. aureus","J01F",69007,49.7534162226027,2.83066780821918,-0.612099208496713,-6.20777266271088,0.81016436968087,-0.918454686198976,-0.612417019500874,-0.0467941881642977,0.695588659952123,0.0899420704947547,0.0395566073235552,0.055096895420036,36738.0336778473
"S. aureus","J01G",47564,13.4820725388601,0.126238341968912,-0.34891247257835,-6.72745394232792,0.787180586551106,-1.08757466921016,-0.535129159622177,-0.0333674505916577,0.754023956376587,0.0617861330900322,0.074807268100876,0.0809371900757634,38438.8874496667
"S. aureus","J01M",162518,33.5169060606452,1.84441677419355,-0.676435166670229,-5.97398949156004,0.896668315236397,-0.780322210071844,-0.612402983114263,-0.00406841152564419,0.556477591841659,0.121920287616747,-0.0272517169215866,-0.00919752098883286,38117.3341404732
"S. pneumoniae","J01A",38131,0,1.89166611842105,-0.63427707550236,-6.1121412972623,0.885397930886612,-0.723617657661218,-0.627832224464793,0.0258924704231508,0.534765887753938,0.130563345244058,-0.032078894140431,-0.0310954719366198,38846.6119634127
"S. pneumoniae","J01C",258652,14.692506164085,7.62846569178853,-0.155420703317209,-7.02070128568352,0.908211616109092,-1.16702566219323,-0.292956723843763,0.256465912025252,0.242679923843455,0.144909022934474,-0.0156778317900702,0.020479421509028,42421.9250902266
"S. pneumoniae","J01D",69848,9.00594787579127,2.69289167616876,-0.602828457305105,-6.17870313061537,0.89537675218729,-0.763271686132551,-0.611841803730346,0.0327266909373919,0.629717374967544,0.109402168249393,0.00809934360234311,-0.0670642064325357,39394.6543481929
"S. pneumoniae","J01E",3110,22.8484819786895,0.9465,-3.10426484803104,-1.22159390784764,0.766992518095121,1.41560705215981,-1.28685532570745,0.424538180864897,0.181349719130065,-0.593966975062158,-0.636373659099618,0.619208086755926,20309.595711625
"S. pneumoniae","J01F",250203,42.0024761023272,3.06778592964824,-0.13392409612561,-7.09264429697751,0.900745932930898,-1.22134755352949,-0.28177288575005,0.247173420103197,0.232976107419156,0.154941212804576,-0.00911293744944228,0.00260087457091337,42459.0821483164
"S. pneumoniae","J01M",47542,0.844506310204082,1.8528693877551,-0.548345069653318,-6.30988474707684,0.880907553356239,-0.831029734174576,-0.563187353960409,0.0686964021068183,0.456139713766422,0.12928732975865,-0.0216185342105596,-0.0325755463285367,39265.2831895121
"S. pyogenes","J01A",10108,0.844581818181818,1.84745818181818,-0.367463138936512,-6.70422303122773,0.816058011672167,-1.06581222733291,-0.566610246904583,-0.0527220621379756,0.824334194673386,0.0675674670937715,0.0937815109057981,0.0127787309845903,38591.2974001341
"S. pyogenes","J01C",11801,0,7.99364331210191,-0.166537052943057,-7.1121469588774,0.826225553918904,-1.31383011913526,-0.423728663404292,0.0343406585845248,0.775480424837399,0.102314818351862,0.126438854325312,-0.0184312348619946,40498.85822485
"S. pyogenes","J01D",12622,0,2.86890445859873,-0.166537052943057,-7.1121469588774,0.826225553918904,-1.31383011913526,-0.423728663404292,0.0343406585845248,0.775480424837399,0.102314818351862,0.126438854325312,-0.0184312348619946,40498.85822485
"S. pyogenes","J01F",8250,15.5102115984556,2.94567953667954,-0.307737943765396,-6.79809121623788,0.810922491811266,-1.0860499614048,-0.540269197831239,-0.00556810159501876,0.765323525750217,0.0569858284166218,0.106805982559578,0.0119156860974665,38476.2160421061
"S. pyogenes","J01M",10108,0.246981818181818,1.94298909090909,-0.367463138936512,-6.70422303122773,0.816058011672167,-1.06581222733291,-0.566610246904583,-0.0527220621379756,0.824334194673386,0.0675674670937715,0.0937815109057981,0.0127787309845903,38591.2974001341
"Salmonella spp.","J01C",1,100,5.189,-4.60995500603227,1.1131244008136,0.899537869223662,1.30910579131176,-1.1759820052924,-0.552759779153844,-1.07255801318517,0.405262628109431,-0.94360266312249,0.243860786460304,9311.531314
"Salmonella spp.","J01D",41522,3.52068848849522,3.56311764705882,-1.3689204274531,-4.69017955724505,0.710310912180075,1.39224915959621,-1.59708820355318,0.0462055814778082,0.230352555519402,-0.50936430054721,0.00524493064526919,0.0300491219826688,39004.3837201029
"Salmonella spp.","J01E",1,0,0.113,-4.60995500603227,1.1131244008136,0.899537869223662,1.30910579131176,-1.1759820052924,-0.552759779153844,-1.07255801318517,0.405262628109431,-0.94360266312249,0.243860786460304,9311.531314
"Salmonella spp.","J01M",21704,14.6085045430719,2.1016,-1.67401227735194,-4.165427174294,0.801906244338918,1.39262951448107,-1.72245252995588,-0.2726652425724,1.06931873347814,-0.488440573574842,0.150877904293456,0.187309663777061,35343.4772191
"Shigella spp.","J01D",6353,2.48545084539465,1.4222,-1.64096739262163,-3.92567188555303,0.836817570057843,0.329528322389087,-0.291375100070905,1.19442745963033,0.299789110104785,-1.24015330756769,-0.0165952889779524,0.71562074594141,29375.117774
"Shigella spp.","J01F",1900,2.15401086155859,2.525,-1.1631352924682,-3.49597212838095,0.743261884276208,0.945311292266144,0.164890941588511,3.23992039920716,1.10204447397355,-2.57738304192763,-0.0372609593934677,1.35592015592968,27851.009635
"Shigella spp.","J01M",6965,9.17521154413205,1.83316666666667,-1.02819335582997,-5.23367404108202,0.89555314982647,-0.212672450867124,0.0370562432694878,1.19662840923489,0.347239365677512,-1.31583830075245,0.270353806680021,0.699532966699813,34814.3910266667
NA,"J01C",3,0,7.387,-0.735256137405136,-6.55265071886609,0.939822764896463,-0.460405091888661,-0.792786585736423,-0.932450239467965,4.18327583297589,-1.0108681405961,2.03432565763312,-3.68099327912707,60798.43384
