"ISO3","Year","Pathogen","Antibiotic","ATC.Class","Total.Isolates","Resistant.Isolates","Percent.Resistant.Isolates"
"MEX","2008","Enterococcus spp.","Minocycline","J01A","3","0","0"
"MEX","2009","Enterococcus spp.","Minocycline","J01A","1","1","100"
"MEX","2010","Enterococcus spp.","Minocycline","J01A","4","1","25"
"MEX","2012","Enterococcus spp.","Minocycline","J01A","4","0","0"
"MEX","2013","Enterococcus spp.","Minocycline","J01A","2","0","0"
"MEX","2014","Enterococcus spp.","Minocycline","J01A","3","1","33.33"
"MEX","2015","Enterococcus spp.","Minocycline","J01A","2","0","0"
"MEX","2016","Enterococcus spp.","Minocycline","J01A","2","0","0"
"MEX","2017","Enterococcus spp.","Minocycline","J01A","3","0","0"
"MAR","2013","Enterococcus spp.","Minocycline","J01A","2","0","0"
"MAR","2016","Enterococcus spp.","Minocycline","J01A","1","0","0"
"NLD","2010","Enterococcus spp.","Minocycline","J01A","1","0","0"
"NLD","2016","Enterococcus spp.","Minocycline","J01A","1","0","0"
"PAK","2005","Enterococcus spp.","Minocycline","J01A","1","0","0"
"PAK","2006","Enterococcus spp.","Minocycline","J01A","2","0","0"
"PAK","2015","Enterococcus spp.","Minocycline","J01A","3","0","0"
"PAK","2016","Enterococcus spp.","Minocycline","J01A","5","0","0"
"PAK","2017","Enterococcus spp.","Minocycline","J01A","3","0","0"
"PAN","2008","Enterococcus spp.","Minocycline","J01A","2","0","0"
"PHL","2012","Enterococcus spp.","Minocycline","J01A","2","1","50"
"PHL","2014","Enterococcus spp.","Minocycline","J01A","1","0","0"
"POL","2008","Enterococcus spp.","Minocycline","J01A","1","1","100"
"POL","2009","Enterococcus spp.","Minocycline","J01A","2","0","0"
"POL","2010","Enterococcus spp.","Minocycline","J01A","3","0","0"
"POL","2013","Enterococcus spp.","Minocycline","J01A","3","0","0"
"POL","2014","Enterococcus spp.","Minocycline","J01A","1","0","0"
"POL","2017","Enterococcus spp.","Minocycline","J01A","1","0","0"
"PRT","2012","Enterococcus spp.","Minocycline","J01A","1","0","0"
"PRT","2013","Enterococcus spp.","Minocycline","J01A","1","0","0"
"PRT","2014","Enterococcus spp.","Minocycline","J01A","3","0","0"
"PRT","2015","Enterococcus spp.","Minocycline","J01A","5","0","0"
"ROU","2008","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ROU","2012","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ROU","2014","Enterococcus spp.","Minocycline","J01A","1","0","0"
"SGP","2006","Enterococcus spp.","Minocycline","J01A","1","0","0"
"SGP","2007","Enterococcus spp.","Minocycline","J01A","1","0","0"
"SGP","2015","Enterococcus spp.","Minocycline","J01A","7","0","0"
"SVK","2009","Enterococcus spp.","Minocycline","J01A","1","1","100"
"SVN","2008","Enterococcus spp.","Minocycline","J01A","3","0","0"
"SVN","2009","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ZAF","2005","Enterococcus spp.","Minocycline","J01A","2","0","0"
"ZAF","2006","Enterococcus spp.","Minocycline","J01A","1","1","100"
"ZAF","2007","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ZAF","2011","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ZAF","2012","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ZAF","2013","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ESP","2005","Enterococcus spp.","Minocycline","J01A","1","0","0"
"ESP","2008","Enterococcus spp.","Minocycline","J01A","7","2","28.57"
"ESP","2009","Enterococcus spp.","Minocycline","J01A","7","0","0"
"ESP","2010","Enterococcus spp.","Minocycline","J01A","4","1","25"
"ESP","2011","Enterococcus spp.","Minocycline","J01A","22","0","0"
"ESP","2012","Enterococcus spp.","Minocycline","J01A","5","1","20"
"ESP","2013","Enterococcus spp.","Minocycline","J01A","15","0","0"
"ESP","2014","Enterococcus spp.","Minocycline","J01A","6","0","0"
"ESP","2015","Enterococcus spp.","Minocycline","J01A","7","1","14.29"
"ESP","2016","Enterococcus spp.","Minocycline","J01A","5","0","0"
"ESP","2017","Enterococcus spp.","Minocycline","J01A","8","0","0"
"SWE","2006","Enterococcus spp.","Minocycline","J01A","4","0","0"
"SWE","2007","Enterococcus spp.","Minocycline","J01A","1","0","0"
"SWE","2012","Enterococcus spp.","Minocycline","J01A","1","0","0"
"SWE","2013","Enterococcus spp.","Minocycline","J01A","1","0","0"
"CHE","2016","Enterococcus spp.","Minocycline","J01A","4","0","0"
"TWN","2006","Enterococcus spp.","Minocycline","J01A","1","0","0"
"TWN","2007","Enterococcus spp.","Minocycline","J01A","1","0","0"
"TWN","2013","Enterococcus spp.","Minocycline","J01A","1","0","0"
"TWN","2015","Enterococcus spp.","Minocycline","J01A","1","0","0"
"TWN","2017","Enterococcus spp.","Minocycline","J01A","2","0","0"
"THA","2008","Enterococcus spp.","Minocycline","J01A","1","1","100"
"THA","2012","Enterococcus spp.","Minocycline","J01A","2","1","50"
"THA","2014","Enterococcus spp.","Minocycline","J01A","5","2","40"
"THA","2016","Enterococcus spp.","Minocycline","J01A","1","0","0"
"THA","2017","Enterococcus spp.","Minocycline","J01A","1","0","0"
"TUN","2011","Enterococcus spp.","Minocycline","J01A","1","0","0"
"TUR","2008","Enterococcus spp.","Minocycline","J01A","2","0","0"
"GBR","2004","Enterococcus spp.","Minocycline","J01A","1","0","0"
"GBR","2011","Enterococcus spp.","Minocycline","J01A","5","0","0"
"GBR","2012","Enterococcus spp.","Minocycline","J01A","2","1","50"
"GBR","2013","Enterococcus spp.","Minocycline","J01A","1","0","0"
"GBR","2015","Enterococcus spp.","Minocycline","J01A","1","0","0"
"GBR","2016","Enterococcus spp.","Minocycline","J01A","4","0","0"
"USA","2004","Enterococcus spp.","Minocycline","J01A","28","3","10.71"
"USA","2005","Enterococcus spp.","Minocycline","J01A","20","1","5"
"USA","2006","Enterococcus spp.","Minocycline","J01A","23","0","0"
"USA","2007","Enterococcus spp.","Minocycline","J01A","41","2","4.88"
"USA","2008","Enterococcus spp.","Minocycline","J01A","11","2","18.18"
"USA","2009","Enterococcus spp.","Minocycline","J01A","9","5","55.56"
"USA","2010","Enterococcus spp.","Minocycline","J01A","11","5","45.45"
"USA","2011","Enterococcus spp.","Minocycline","J01A","26","1","3.85"
"USA","2012","Enterococcus spp.","Minocycline","J01A","9","1","11.11"
"USA","2013","Enterococcus spp.","Minocycline","J01A","21","0","0"
"USA","2014","Enterococcus spp.","Minocycline","J01A","14","0","0"
"USA","2015","Enterococcus spp.","Minocycline","J01A","12","1","8.33"
"USA","2016","Enterococcus spp.","Minocycline","J01A","8","0","0"
"USA","2017","Enterococcus spp.","Minocycline","J01A","4","0","0"
"VEN","2006","Enterococcus spp.","Minocycline","J01A","2","0","0"
"VEN","2007","Enterococcus spp.","Minocycline","J01A","3","1","33.33"
"VEN","2012","Enterococcus spp.","Minocycline","J01A","1","1","100"
"VEN","2013","Enterococcus spp.","Minocycline","J01A","1","0","0"
"VEN","2014","Enterococcus spp.","Minocycline","J01A","2","1","50"
"VEN","2015","Enterococcus spp.","Minocycline","J01A","3","1","33.33"
"VEN","2016","Enterococcus spp.","Minocycline","J01A","2","0","0"
"VEN","2017","Enterococcus spp.","Minocycline","J01A","3","0","0"
"ARG","2005","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ARG","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ARG","2007","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ARG","2008","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"ARG","2009","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ARG","2010","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ARG","2011","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ARG","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ARG","2014","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"ARG","2015","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"ARG","2017","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"AUS","2004","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"AUS","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"AUS","2008","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"AUT","2004","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"AUT","2009","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"AUT","2011","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"BEL","2004","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BEL","2007","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"BEL","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BEL","2011","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"BEL","2012","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"BEL","2013","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"BEL","2014","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"BEL","2015","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"BEL","2016","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"BEL","2017","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BRA","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BRA","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BRA","2013","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"BRA","2014","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BRA","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BRA","2017","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"BGR","2009","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"CAN","2004","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"CAN","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CAN","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CAN","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CAN","2010","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CAN","2012","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"CAN","2013","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"CAN","2014","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"CAN","2015","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"CAN","2016","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"CAN","2017","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"CHL","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHL","2016","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"CHL","2017","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHN","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHN","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHN","2010","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHN","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHN","2013","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"CHN","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHN","2016","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"COL","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"COL","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"COL","2009","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"COL","2010","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"COL","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"COL","2015","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"COL","2016","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"COL","2017","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"HRV","2007","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"HRV","2008","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"HRV","2010","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"HRV","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HRV","2017","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"CZE","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CZE","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CZE","2010","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CZE","2012","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"CZE","2014","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"CZE","2015","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"CZE","2017","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"DNK","2007","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"DNK","2008","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"DNK","2016","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"EGY","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SLV","2009","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"FIN","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"FIN","2014","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"FRA","2005","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"FRA","2007","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"FRA","2008","Enterococcus spp.","Tigecycline","J01A","11","0","0"
"FRA","2009","Enterococcus spp.","Tigecycline","J01A","8","0","0"
"FRA","2010","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"FRA","2011","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"FRA","2012","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"FRA","2013","Enterococcus spp.","Tigecycline","J01A","16","0","0"
"FRA","2014","Enterococcus spp.","Tigecycline","J01A","9","0","0"
"FRA","2015","Enterococcus spp.","Tigecycline","J01A","13","0","0"
"FRA","2016","Enterococcus spp.","Tigecycline","J01A","18","0","0"
"FRA","2017","Enterococcus spp.","Tigecycline","J01A","15","0","0"
"DEU","2004","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"DEU","2006","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"DEU","2007","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"DEU","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"DEU","2009","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"DEU","2010","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"DEU","2011","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"DEU","2012","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"DEU","2013","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"DEU","2014","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"DEU","2015","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"DEU","2016","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"DEU","2017","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"GRC","2005","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"GRC","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GRC","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GRC","2011","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GRC","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GTM","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GTM","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GTM","2010","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"GTM","2018","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HND","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HKG","2005","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HKG","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HKG","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HKG","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HKG","2017","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HUN","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"HUN","2017","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"IND","2007","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"IND","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"IND","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"IRL","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"IRL","2009","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"IRL","2010","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"IRL","2011","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"IRL","2012","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"IRL","2013","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"IRL","2014","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"IRL","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"IRL","2017","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"ISR","2007","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"ISR","2008","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"ISR","2009","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"ISR","2010","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"ITA","2004","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ITA","2005","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ITA","2006","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ITA","2007","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"ITA","2008","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"ITA","2009","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"ITA","2010","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"ITA","2011","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"ITA","2013","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"ITA","2014","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ITA","2015","Enterococcus spp.","Tigecycline","J01A","9","0","0"
"ITA","2016","Enterococcus spp.","Tigecycline","J01A","7","0","0"
"ITA","2017","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"JAM","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"JPN","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"JPN","2017","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"KOR","2005","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"KOR","2006","Enterococcus spp.","Tigecycline","J01A","7","0","0"
"KOR","2007","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"KOR","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"KOR","2010","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"KOR","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"LVA","2004","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"LVA","2005","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"LTU","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"LTU","2010","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"MYS","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"MEX","2006","Enterococcus spp.","Tigecycline","J01A","9","0","0"
"MEX","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"MEX","2008","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"MEX","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"MEX","2010","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"MEX","2012","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"MEX","2013","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"MEX","2014","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"MEX","2015","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"MEX","2016","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"MEX","2017","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"MAR","2013","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"MAR","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"NLD","2010","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"NLD","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"PAK","2005","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"PAK","2006","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"PAK","2015","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"PAK","2016","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"PAK","2017","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"PAN","2008","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"PHL","2012","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"PHL","2014","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"POL","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"POL","2009","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"POL","2010","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"POL","2013","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"POL","2014","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"POL","2017","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"PRT","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"PRT","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"PRT","2014","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"PRT","2015","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"ROU","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ROU","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ROU","2014","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SAU","2018","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SGP","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SGP","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SGP","2015","Enterococcus spp.","Tigecycline","J01A","7","0","0"
"SVK","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SVN","2008","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"SVN","2009","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ZAF","2005","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"ZAF","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ZAF","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ZAF","2011","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ZAF","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ZAF","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ESP","2005","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"ESP","2008","Enterococcus spp.","Tigecycline","J01A","7","0","0"
"ESP","2009","Enterococcus spp.","Tigecycline","J01A","7","0","0"
"ESP","2010","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"ESP","2011","Enterococcus spp.","Tigecycline","J01A","22","0","0"
"ESP","2012","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"ESP","2013","Enterococcus spp.","Tigecycline","J01A","15","0","0"
"ESP","2014","Enterococcus spp.","Tigecycline","J01A","6","0","0"
"ESP","2015","Enterococcus spp.","Tigecycline","J01A","7","0","0"
"ESP","2016","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"ESP","2017","Enterococcus spp.","Tigecycline","J01A","8","0","0"
"ESP","2018","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SWE","2006","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"SWE","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SWE","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"SWE","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"CHE","2016","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"TWN","2006","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"TWN","2007","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"TWN","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"TWN","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"TWN","2017","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"THA","2008","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"THA","2012","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"THA","2014","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"THA","2016","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"THA","2017","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"TUN","2011","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"TUR","2008","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"GBR","2004","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GBR","2011","Enterococcus spp.","Tigecycline","J01A","5","0","0"
"GBR","2012","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"GBR","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GBR","2015","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"GBR","2016","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"USA","2004","Enterococcus spp.","Tigecycline","J01A","28","0","0"
"USA","2005","Enterococcus spp.","Tigecycline","J01A","20","0","0"
"USA","2006","Enterococcus spp.","Tigecycline","J01A","23","0","0"
"USA","2007","Enterococcus spp.","Tigecycline","J01A","41","0","0"
"USA","2008","Enterococcus spp.","Tigecycline","J01A","11","0","0"
"USA","2009","Enterococcus spp.","Tigecycline","J01A","9","0","0"
"USA","2010","Enterococcus spp.","Tigecycline","J01A","11","0","0"
"USA","2011","Enterococcus spp.","Tigecycline","J01A","26","0","0"
"USA","2012","Enterococcus spp.","Tigecycline","J01A","9","0","0"
"USA","2013","Enterococcus spp.","Tigecycline","J01A","21","0","0"
"USA","2014","Enterococcus spp.","Tigecycline","J01A","14","0","0"
"USA","2015","Enterococcus spp.","Tigecycline","J01A","12","0","0"
"USA","2016","Enterococcus spp.","Tigecycline","J01A","8","0","0"
"USA","2017","Enterococcus spp.","Tigecycline","J01A","4","0","0"
"VEN","2006","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"VEN","2007","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"VEN","2012","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"VEN","2013","Enterococcus spp.","Tigecycline","J01A","1","0","0"
"VEN","2014","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"VEN","2015","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"VEN","2016","Enterococcus spp.","Tigecycline","J01A","2","0","0"
"VEN","2017","Enterococcus spp.","Tigecycline","J01A","3","0","0"
"ARG","2013","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"ARG","2014","Enterococcus spp.","Daptomycin","J01X","4","0","0"
"BRA","2013","Enterococcus spp.","Daptomycin","J01X","2","0","0"
"BRA","2014","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"CHN","2012","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"CHN","2013","Enterococcus spp.","Daptomycin","J01X","3","0","0"
"COL","2012","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"CZE","2012","Enterococcus spp.","Daptomycin","J01X","2","0","0"
"FRA","2014","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"GTM","2018","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"MEX","2014","Enterococcus spp.","Daptomycin","J01X","3","0","0"
"PHL","2012","Enterococcus spp.","Daptomycin","J01X","2","0","0"
"PHL","2014","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"POL","2013","Enterococcus spp.","Daptomycin","J01X","1","0","0"
"POL","2014","Enterococcus spp.","Daptomycin","J01X","1","0","0"
