"ISO3","Year","Pathogen","Antibiotic","ATC.Class","Total.Isolates","Resistant.Isolates","Percent.Resistant.Isolates"
"NLD","2012","H. influenzae","Levofloxacin","J01M","19","0","0"
"NLD","2013","H. influenzae","Levofloxacin","J01M","22","0","0"
"NLD","2014","H. influenzae","Levofloxacin","J01M","19","0","0"
"NLD","2015","H. influenzae","Levofloxacin","J01M","30","0","0"
"NLD","2016","H. influenzae","Levofloxacin","J01M","32","0","0"
"NLD","2017","H. influenzae","Levofloxacin","J01M","32","0","0"
"NLD","2018","H. influenzae","Levofloxacin","J01M","20","0","0"
"NOR","2006","H. influenzae","Levofloxacin","J01M","12","0","0"
"OMN","2007","H. influenzae","Levofloxacin","J01M","15","0","0"
"PAK","2004","H. influenzae","Levofloxacin","J01M","8","0","0"
"PAK","2005","H. influenzae","Levofloxacin","J01M","7","0","0"
"PAK","2006","H. influenzae","Levofloxacin","J01M","14","0","0"
"PAK","2015","H. influenzae","Levofloxacin","J01M","15","0","0"
"PAK","2016","H. influenzae","Levofloxacin","J01M","10","0","0"
"PAK","2017","H. influenzae","Levofloxacin","J01M","7","0","0"
"PAN","2008","H. influenzae","Levofloxacin","J01M","13","0","0"
"PAN","2009","H. influenzae","Levofloxacin","J01M","13","0","0"
"PAN","2012","H. influenzae","Levofloxacin","J01M","11","0","0"
"PAN","2013","H. influenzae","Levofloxacin","J01M","14","0","0"
"PAN","2014","H. influenzae","Levofloxacin","J01M","17","0","0"
"PAN","2015","H. influenzae","Levofloxacin","J01M","13","0","0"
"PAN","2016","H. influenzae","Levofloxacin","J01M","8","0","0"
"PAN","2017","H. influenzae","Levofloxacin","J01M","4","0","0"
"PAN","2018","H. influenzae","Levofloxacin","J01M","7","0","0"
"PHL","2004","H. influenzae","Levofloxacin","J01M","15","0","0"
"PHL","2007","H. influenzae","Levofloxacin","J01M","1","0","0"
"PHL","2008","H. influenzae","Levofloxacin","J01M","6","0","0"
"PHL","2012","H. influenzae","Levofloxacin","J01M","7","0","0"
"PHL","2013","H. influenzae","Levofloxacin","J01M","9","0","0"
"PHL","2014","H. influenzae","Levofloxacin","J01M","11","0","0"
"PHL","2015","H. influenzae","Levofloxacin","J01M","21","0","0"
"PHL","2016","H. influenzae","Levofloxacin","J01M","25","0","0"
"PHL","2017","H. influenzae","Levofloxacin","J01M","19","0","0"
"PHL","2018","H. influenzae","Levofloxacin","J01M","6","0","0"
"POL","2004","H. influenzae","Levofloxacin","J01M","15","0","0"
"POL","2008","H. influenzae","Levofloxacin","J01M","12","0","0"
"POL","2009","H. influenzae","Levofloxacin","J01M","37","0","0"
"POL","2010","H. influenzae","Levofloxacin","J01M","27","0","0"
"POL","2013","H. influenzae","Levofloxacin","J01M","24","0","0"
"POL","2014","H. influenzae","Levofloxacin","J01M","25","0","0"
"POL","2015","H. influenzae","Levofloxacin","J01M","15","0","0"
"POL","2016","H. influenzae","Levofloxacin","J01M","13","0","0"
"POL","2017","H. influenzae","Levofloxacin","J01M","37","0","0"
"POL","2018","H. influenzae","Levofloxacin","J01M","21","0","0"
"PRT","2004","H. influenzae","Levofloxacin","J01M","14","0","0"
"PRT","2008","H. influenzae","Levofloxacin","J01M","16","0","0"
"PRT","2009","H. influenzae","Levofloxacin","J01M","27","0","0"
"PRT","2010","H. influenzae","Levofloxacin","J01M","28","0","0"
"PRT","2011","H. influenzae","Levofloxacin","J01M","37","0","0"
"PRT","2012","H. influenzae","Levofloxacin","J01M","66","0","0"
"PRT","2013","H. influenzae","Levofloxacin","J01M","72","0","0"
"PRT","2014","H. influenzae","Levofloxacin","J01M","82","0","0"
"PRT","2015","H. influenzae","Levofloxacin","J01M","67","0","0"
"PRT","2016","H. influenzae","Levofloxacin","J01M","61","0","0"
"PRT","2017","H. influenzae","Levofloxacin","J01M","48","0","0"
"PRT","2018","H. influenzae","Levofloxacin","J01M","42","0","0"
"ROU","2008","H. influenzae","Levofloxacin","J01M","10","0","0"
"ROU","2009","H. influenzae","Levofloxacin","J01M","2","0","0"
"ROU","2010","H. influenzae","Levofloxacin","J01M","6","0","0"
"ROU","2011","H. influenzae","Levofloxacin","J01M","5","0","0"
"ROU","2012","H. influenzae","Levofloxacin","J01M","2","0","0"
"ROU","2013","H. influenzae","Levofloxacin","J01M","9","0","0"
"ROU","2015","H. influenzae","Levofloxacin","J01M","8","0","0"
"ROU","2016","H. influenzae","Levofloxacin","J01M","3","0","0"
"ROU","2018","H. influenzae","Levofloxacin","J01M","15","0","0"
"RUS","2013","H. influenzae","Levofloxacin","J01M","4","0","0"
"RUS","2014","H. influenzae","Levofloxacin","J01M","18","0","0"
"RUS","2015","H. influenzae","Levofloxacin","J01M","6","0","0"
"RUS","2016","H. influenzae","Levofloxacin","J01M","5","0","0"
"RUS","2017","H. influenzae","Levofloxacin","J01M","11","0","0"
"RUS","2018","H. influenzae","Levofloxacin","J01M","5","0","0"
"SAU","2009","H. influenzae","Levofloxacin","J01M","14","0","0"
"SAU","2011","H. influenzae","Levofloxacin","J01M","14","0","0"
"SAU","2012","H. influenzae","Levofloxacin","J01M","23","0","0"
"SAU","2013","H. influenzae","Levofloxacin","J01M","7","0","0"
"SAU","2016","H. influenzae","Levofloxacin","J01M","13","0","0"
"SAU","2018","H. influenzae","Levofloxacin","J01M","9","0","0"
"SRB","2017","H. influenzae","Levofloxacin","J01M","15","0","0"
"SGP","2004","H. influenzae","Levofloxacin","J01M","15","0","0"
"SGP","2005","H. influenzae","Levofloxacin","J01M","10","0","0"
"SGP","2006","H. influenzae","Levofloxacin","J01M","13","0","0"
"SGP","2007","H. influenzae","Levofloxacin","J01M","35","0","0"
"SGP","2008","H. influenzae","Levofloxacin","J01M","8","0","0"
"SGP","2009","H. influenzae","Levofloxacin","J01M","13","0","0"
"SGP","2010","H. influenzae","Levofloxacin","J01M","11","0","0"
"SGP","2011","H. influenzae","Levofloxacin","J01M","1","0","0"
"SGP","2014","H. influenzae","Levofloxacin","J01M","2","0","0"
"SGP","2015","H. influenzae","Levofloxacin","J01M","13","0","0"
"SGP","2018","H. influenzae","Levofloxacin","J01M","10","0","0"
"SVK","2007","H. influenzae","Levofloxacin","J01M","30","0","0"
"SVK","2008","H. influenzae","Levofloxacin","J01M","3","0","0"
"SVK","2009","H. influenzae","Levofloxacin","J01M","27","0","0"
"SVK","2011","H. influenzae","Levofloxacin","J01M","10","0","0"
"SVN","2006","H. influenzae","Levofloxacin","J01M","15","0","0"
"SVN","2007","H. influenzae","Levofloxacin","J01M","19","0","0"
"SVN","2008","H. influenzae","Levofloxacin","J01M","37","0","0"
"SVN","2009","H. influenzae","Levofloxacin","J01M","22","0","0"
"SVN","2010","H. influenzae","Levofloxacin","J01M","8","0","0"
"ZAF","2005","H. influenzae","Levofloxacin","J01M","31","0","0"
"ZAF","2006","H. influenzae","Levofloxacin","J01M","55","0","0"
"ZAF","2007","H. influenzae","Levofloxacin","J01M","69","0","0"
"ZAF","2008","H. influenzae","Levofloxacin","J01M","5","0","0"
"ZAF","2009","H. influenzae","Levofloxacin","J01M","10","0","0"
"ZAF","2011","H. influenzae","Levofloxacin","J01M","14","0","0"
"ZAF","2012","H. influenzae","Levofloxacin","J01M","6","0","0"
"ZAF","2013","H. influenzae","Levofloxacin","J01M","22","0","0"
"ZAF","2014","H. influenzae","Levofloxacin","J01M","12","0","0"
"ZAF","2015","H. influenzae","Levofloxacin","J01M","28","0","0"
"ZAF","2016","H. influenzae","Levofloxacin","J01M","43","0","0"
"ZAF","2017","H. influenzae","Levofloxacin","J01M","51","0","0"
"ZAF","2018","H. influenzae","Levofloxacin","J01M","31","0","0"
"ESP","2004","H. influenzae","Levofloxacin","J01M","60","0","0"
"ESP","2005","H. influenzae","Levofloxacin","J01M","59","0","0"
"ESP","2006","H. influenzae","Levofloxacin","J01M","2","0","0"
"ESP","2007","H. influenzae","Levofloxacin","J01M","82","0","0"
"ESP","2008","H. influenzae","Levofloxacin","J01M","227","0","0"
"ESP","2009","H. influenzae","Levofloxacin","J01M","182","0","0"
"ESP","2010","H. influenzae","Levofloxacin","J01M","123","0","0"
"ESP","2011","H. influenzae","Levofloxacin","J01M","208","0","0"
"ESP","2012","H. influenzae","Levofloxacin","J01M","199","0","0"
"ESP","2013","H. influenzae","Levofloxacin","J01M","306","0","0"
"ESP","2014","H. influenzae","Levofloxacin","J01M","232","0","0"
"ESP","2015","H. influenzae","Levofloxacin","J01M","247","0","0"
"ESP","2016","H. influenzae","Levofloxacin","J01M","231","0","0"
"ESP","2017","H. influenzae","Levofloxacin","J01M","225","0","0"
"ESP","2018","H. influenzae","Levofloxacin","J01M","106","0","0"
"SWE","2005","H. influenzae","Levofloxacin","J01M","12","0","0"
"SWE","2006","H. influenzae","Levofloxacin","J01M","32","0","0"
"SWE","2007","H. influenzae","Levofloxacin","J01M","43","0","0"
"SWE","2008","H. influenzae","Levofloxacin","J01M","27","0","0"
"SWE","2009","H. influenzae","Levofloxacin","J01M","40","0","0"
"SWE","2010","H. influenzae","Levofloxacin","J01M","32","0","0"
"SWE","2011","H. influenzae","Levofloxacin","J01M","41","0","0"
"SWE","2012","H. influenzae","Levofloxacin","J01M","23","0","0"
"SWE","2013","H. influenzae","Levofloxacin","J01M","26","0","0"
"SWE","2014","H. influenzae","Levofloxacin","J01M","17","0","0"
"SWE","2017","H. influenzae","Levofloxacin","J01M","9","0","0"
"SWE","2018","H. influenzae","Levofloxacin","J01M","9","0","0"
"CHE","2004","H. influenzae","Levofloxacin","J01M","7","0","0"
"CHE","2006","H. influenzae","Levofloxacin","J01M","15","0","0"
"CHE","2008","H. influenzae","Levofloxacin","J01M","20","0","0"
"CHE","2009","H. influenzae","Levofloxacin","J01M","13","0","0"
"CHE","2010","H. influenzae","Levofloxacin","J01M","11","0","0"
"CHE","2011","H. influenzae","Levofloxacin","J01M","7","0","0"
"CHE","2012","H. influenzae","Levofloxacin","J01M","36","0","0"
"CHE","2013","H. influenzae","Levofloxacin","J01M","53","0","0"
"CHE","2014","H. influenzae","Levofloxacin","J01M","32","0","0"
"CHE","2015","H. influenzae","Levofloxacin","J01M","23","0","0"
"CHE","2016","H. influenzae","Levofloxacin","J01M","30","0","0"
"CHE","2017","H. influenzae","Levofloxacin","J01M","18","0","0"
"CHE","2018","H. influenzae","Levofloxacin","J01M","19","0","0"
"TWN","2006","H. influenzae","Levofloxacin","J01M","57","0","0"
"TWN","2007","H. influenzae","Levofloxacin","J01M","38","0","0"
"TWN","2008","H. influenzae","Levofloxacin","J01M","5","0","0"
"TWN","2009","H. influenzae","Levofloxacin","J01M","11","0","0"
"TWN","2012","H. influenzae","Levofloxacin","J01M","1","0","0"
"TWN","2013","H. influenzae","Levofloxacin","J01M","3","0","0"
"TWN","2014","H. influenzae","Levofloxacin","J01M","12","0","0"
"TWN","2015","H. influenzae","Levofloxacin","J01M","31","0","0"
"TWN","2016","H. influenzae","Levofloxacin","J01M","46","0","0"
"TWN","2017","H. influenzae","Levofloxacin","J01M","39","0","0"
"TWN","2018","H. influenzae","Levofloxacin","J01M","26","0","0"
"THA","2008","H. influenzae","Levofloxacin","J01M","29","0","0"
"THA","2010","H. influenzae","Levofloxacin","J01M","7","0","0"
"THA","2012","H. influenzae","Levofloxacin","J01M","2","0","0"
"THA","2013","H. influenzae","Levofloxacin","J01M","8","0","0"
"THA","2014","H. influenzae","Levofloxacin","J01M","11","0","0"
"THA","2015","H. influenzae","Levofloxacin","J01M","29","0","0"
"THA","2016","H. influenzae","Levofloxacin","J01M","24","0","0"
"THA","2017","H. influenzae","Levofloxacin","J01M","42","0","0"
"THA","2018","H. influenzae","Levofloxacin","J01M","21","0","0"
"TUN","2011","H. influenzae","Levofloxacin","J01M","16","0","0"
"TUN","2012","H. influenzae","Levofloxacin","J01M","17","0","0"
"TUN","2013","H. influenzae","Levofloxacin","J01M","13","0","0"
"TUR","2004","H. influenzae","Levofloxacin","J01M","5","0","0"
"TUR","2005","H. influenzae","Levofloxacin","J01M","16","0","0"
"TUR","2008","H. influenzae","Levofloxacin","J01M","11","0","0"
"TUR","2012","H. influenzae","Levofloxacin","J01M","4","0","0"
"TUR","2013","H. influenzae","Levofloxacin","J01M","2","0","0"
"TUR","2014","H. influenzae","Levofloxacin","J01M","7","0","0"
"TUR","2015","H. influenzae","Levofloxacin","J01M","10","0","0"
"TUR","2016","H. influenzae","Levofloxacin","J01M","14","0","0"
"TUR","2017","H. influenzae","Levofloxacin","J01M","12","0","0"
"TUR","2018","H. influenzae","Levofloxacin","J01M","4","0","0"
"UKR","2018","H. influenzae","Levofloxacin","J01M","11","0","0"
"GBR","2004","H. influenzae","Levofloxacin","J01M","65","0","0"
"GBR","2007","H. influenzae","Levofloxacin","J01M","15","0","0"
"GBR","2008","H. influenzae","Levofloxacin","J01M","6","0","0"
"GBR","2009","H. influenzae","Levofloxacin","J01M","16","0","0"
"GBR","2010","H. influenzae","Levofloxacin","J01M","28","0","0"
"GBR","2011","H. influenzae","Levofloxacin","J01M","27","0","0"
"GBR","2012","H. influenzae","Levofloxacin","J01M","17","0","0"
"GBR","2013","H. influenzae","Levofloxacin","J01M","52","0","0"
"GBR","2014","H. influenzae","Levofloxacin","J01M","41","0","0"
"GBR","2015","H. influenzae","Levofloxacin","J01M","50","0","0"
"GBR","2016","H. influenzae","Levofloxacin","J01M","71","0","0"
"GBR","2017","H. influenzae","Levofloxacin","J01M","64","0","0"
"GBR","2018","H. influenzae","Levofloxacin","J01M","46","0","0"
"USA","2004","H. influenzae","Levofloxacin","J01M","810","0","0"
"USA","2005","H. influenzae","Levofloxacin","J01M","801","0","0"
"USA","2006","H. influenzae","Levofloxacin","J01M","852","0","0"
"USA","2007","H. influenzae","Levofloxacin","J01M","996","0","0"
"USA","2008","H. influenzae","Levofloxacin","J01M","336","0","0"
"USA","2009","H. influenzae","Levofloxacin","J01M","403","0","0"
"USA","2010","H. influenzae","Levofloxacin","J01M","307","0","0"
"USA","2011","H. influenzae","Levofloxacin","J01M","378","0","0"
"USA","2012","H. influenzae","Levofloxacin","J01M","384","0","0"
"USA","2013","H. influenzae","Levofloxacin","J01M","488","0","0"
"USA","2014","H. influenzae","Levofloxacin","J01M","323","0","0"
"USA","2015","H. influenzae","Levofloxacin","J01M","328","0","0"
"USA","2016","H. influenzae","Levofloxacin","J01M","322","0","0"
"USA","2017","H. influenzae","Levofloxacin","J01M","117","0","0"
"USA","2018","H. influenzae","Levofloxacin","J01M","189","0","0"
"VEN","2006","H. influenzae","Levofloxacin","J01M","11","0","0"
"VEN","2007","H. influenzae","Levofloxacin","J01M","24","0","0"
"VEN","2008","H. influenzae","Levofloxacin","J01M","6","0","0"
"VEN","2009","H. influenzae","Levofloxacin","J01M","26","0","0"
"VEN","2010","H. influenzae","Levofloxacin","J01M","1","0","0"
"VEN","2011","H. influenzae","Levofloxacin","J01M","15","0","0"
"VEN","2012","H. influenzae","Levofloxacin","J01M","3","0","0"
"VEN","2013","H. influenzae","Levofloxacin","J01M","6","0","0"
"VEN","2014","H. influenzae","Levofloxacin","J01M","4","0","0"
"VEN","2015","H. influenzae","Levofloxacin","J01M","16","0","0"
"VEN","2016","H. influenzae","Levofloxacin","J01M","17","0","0"
"VEN","2017","H. influenzae","Levofloxacin","J01M","3","0","0"
"VEN","2018","H. influenzae","Levofloxacin","J01M","4","0","0"
"VNM","2016","H. influenzae","Levofloxacin","J01M","8","0","0"
"ARG","2004","H. influenzae","Minocycline","J01A","20","0","0"
"ARG","2005","H. influenzae","Minocycline","J01A","93","1","1.08"
"ARG","2006","H. influenzae","Minocycline","J01A","28","0","0"
"ARG","2007","H. influenzae","Minocycline","J01A","90","0","0"
"ARG","2008","H. influenzae","Minocycline","J01A","89","0","0"
"ARG","2009","H. influenzae","Minocycline","J01A","78","0","0"
"ARG","2010","H. influenzae","Minocycline","J01A","60","0","0"
"ARG","2011","H. influenzae","Minocycline","J01A","7","0","0"
"ARG","2012","H. influenzae","Minocycline","J01A","6","0","0"
"ARG","2013","H. influenzae","Minocycline","J01A","9","0","0"
"ARG","2014","H. influenzae","Minocycline","J01A","9","0","0"
"ARG","2015","H. influenzae","Minocycline","J01A","24","0","0"
"ARG","2016","H. influenzae","Minocycline","J01A","17","0","0"
"ARG","2017","H. influenzae","Minocycline","J01A","31","0","0"
"AUS","2004","H. influenzae","Minocycline","J01A","14","0","0"
"AUS","2005","H. influenzae","Minocycline","J01A","15","0","0"
"AUS","2006","H. influenzae","Minocycline","J01A","48","0","0"
"AUS","2007","H. influenzae","Minocycline","J01A","67","0","0"
"AUS","2008","H. influenzae","Minocycline","J01A","40","0","0"
"AUS","2009","H. influenzae","Minocycline","J01A","35","0","0"
"AUS","2010","H. influenzae","Minocycline","J01A","29","0","0"
"AUS","2012","H. influenzae","Minocycline","J01A","12","0","0"
"AUS","2013","H. influenzae","Minocycline","J01A","10","0","0"
"AUS","2014","H. influenzae","Minocycline","J01A","17","1","5.88"
"AUS","2015","H. influenzae","Minocycline","J01A","27","0","0"
"AUS","2016","H. influenzae","Minocycline","J01A","39","0","0"
"AUS","2017","H. influenzae","Minocycline","J01A","38","0","0"
"AUT","2004","H. influenzae","Minocycline","J01A","15","1","6.67"
"AUT","2006","H. influenzae","Minocycline","J01A","10","0","0"
"AUT","2008","H. influenzae","Minocycline","J01A","15","0","0"
"AUT","2009","H. influenzae","Minocycline","J01A","39","0","0"
"AUT","2010","H. influenzae","Minocycline","J01A","9","0","0"
"AUT","2011","H. influenzae","Minocycline","J01A","26","0","0"
"AUT","2012","H. influenzae","Minocycline","J01A","9","0","0"
"AUT","2013","H. influenzae","Minocycline","J01A","9","0","0"
"AUT","2014","H. influenzae","Minocycline","J01A","11","1","9.09"
"AUT","2015","H. influenzae","Minocycline","J01A","8","0","0"
"AUT","2016","H. influenzae","Minocycline","J01A","23","1","4.35"
"BEL","2004","H. influenzae","Minocycline","J01A","15","0","0"
"BEL","2005","H. influenzae","Minocycline","J01A","22","0","0"
"BEL","2006","H. influenzae","Minocycline","J01A","30","0","0"
"BEL","2007","H. influenzae","Minocycline","J01A","59","0","0"
"BEL","2008","H. influenzae","Minocycline","J01A","33","1","3.03"
"BEL","2009","H. influenzae","Minocycline","J01A","62","0","0"
"BEL","2010","H. influenzae","Minocycline","J01A","46","0","0"
"BEL","2011","H. influenzae","Minocycline","J01A","51","0","0"
"BEL","2012","H. influenzae","Minocycline","J01A","40","0","0"
"BEL","2013","H. influenzae","Minocycline","J01A","112","0","0"
"BEL","2014","H. influenzae","Minocycline","J01A","115","0","0"
"BEL","2015","H. influenzae","Minocycline","J01A","115","0","0"
"BEL","2016","H. influenzae","Minocycline","J01A","125","0","0"
"BEL","2017","H. influenzae","Minocycline","J01A","91","0","0"
"BRA","2004","H. influenzae","Minocycline","J01A","12","0","0"
"BRA","2005","H. influenzae","Minocycline","J01A","15","1","6.67"
"BRA","2006","H. influenzae","Minocycline","J01A","3","0","0"
"BRA","2007","H. influenzae","Minocycline","J01A","29","0","0"
"BRA","2008","H. influenzae","Minocycline","J01A","15","0","0"
"BRA","2009","H. influenzae","Minocycline","J01A","15","0","0"
"BRA","2014","H. influenzae","Minocycline","J01A","2","0","0"
"BRA","2015","H. influenzae","Minocycline","J01A","6","0","0"
"BRA","2016","H. influenzae","Minocycline","J01A","17","0","0"
"BRA","2017","H. influenzae","Minocycline","J01A","20","0","0"
"BGR","2008","H. influenzae","Minocycline","J01A","3","0","0"
"BGR","2009","H. influenzae","Minocycline","J01A","22","0","0"
"BGR","2010","H. influenzae","Minocycline","J01A","27","0","0"
"BGR","2011","H. influenzae","Minocycline","J01A","11","0","0"
"CAN","2004","H. influenzae","Minocycline","J01A","19","0","0"
"CAN","2005","H. influenzae","Minocycline","J01A","40","0","0"
"CAN","2006","H. influenzae","Minocycline","J01A","55","1","1.82"
"CAN","2007","H. influenzae","Minocycline","J01A","69","0","0"
"CAN","2008","H. influenzae","Minocycline","J01A","56","0","0"
"CAN","2009","H. influenzae","Minocycline","J01A","76","0","0"
"CAN","2010","H. influenzae","Minocycline","J01A","65","0","0"
"CAN","2011","H. influenzae","Minocycline","J01A","38","0","0"
"CAN","2012","H. influenzae","Minocycline","J01A","109","0","0"
"CAN","2013","H. influenzae","Minocycline","J01A","96","0","0"
"CAN","2014","H. influenzae","Minocycline","J01A","77","0","0"
"CAN","2015","H. influenzae","Minocycline","J01A","78","0","0"
"CAN","2016","H. influenzae","Minocycline","J01A","83","0","0"
"CAN","2017","H. influenzae","Minocycline","J01A","69","0","0"
"CHL","2005","H. influenzae","Minocycline","J01A","12","0","0"
"CHL","2006","H. influenzae","Minocycline","J01A","3","0","0"
"CHL","2007","H. influenzae","Minocycline","J01A","39","1","2.56"
"CHL","2008","H. influenzae","Minocycline","J01A","16","0","0"
"CHL","2009","H. influenzae","Minocycline","J01A","11","0","0"
"CHL","2012","H. influenzae","Minocycline","J01A","3","1","33.33"
"CHL","2013","H. influenzae","Minocycline","J01A","18","0","0"
"CHL","2014","H. influenzae","Minocycline","J01A","27","0","0"
"CHL","2015","H. influenzae","Minocycline","J01A","29","0","0"
"CHL","2016","H. influenzae","Minocycline","J01A","34","0","0"
"CHL","2017","H. influenzae","Minocycline","J01A","28","0","0"
"CHN","2004","H. influenzae","Minocycline","J01A","15","0","0"
"CHN","2005","H. influenzae","Minocycline","J01A","15","0","0"
"CHN","2006","H. influenzae","Minocycline","J01A","14","0","0"
"CHN","2008","H. influenzae","Minocycline","J01A","18","0","0"
"CHN","2009","H. influenzae","Minocycline","J01A","33","0","0"
"CHN","2010","H. influenzae","Minocycline","J01A","35","0","0"
"CHN","2012","H. influenzae","Minocycline","J01A","10","0","0"
"CHN","2013","H. influenzae","Minocycline","J01A","10","0","0"
"CHN","2015","H. influenzae","Minocycline","J01A","80","0","0"
"CHN","2016","H. influenzae","Minocycline","J01A","77","3","3.9"
"COL","2006","H. influenzae","Minocycline","J01A","15","0","0"
"COL","2007","H. influenzae","Minocycline","J01A","4","0","0"
"COL","2008","H. influenzae","Minocycline","J01A","42","0","0"
"COL","2009","H. influenzae","Minocycline","J01A","30","0","0"
"COL","2011","H. influenzae","Minocycline","J01A","49","0","0"
"COL","2013","H. influenzae","Minocycline","J01A","15","0","0"
"COL","2014","H. influenzae","Minocycline","J01A","12","0","0"
"COL","2015","H. influenzae","Minocycline","J01A","12","0","0"
"COL","2016","H. influenzae","Minocycline","J01A","4","0","0"
"HRV","2006","H. influenzae","Minocycline","J01A","11","8","72.73"
"HRV","2007","H. influenzae","Minocycline","J01A","24","0","0"
"HRV","2008","H. influenzae","Minocycline","J01A","23","0","0"
"HRV","2009","H. influenzae","Minocycline","J01A","19","0","0"
"HRV","2010","H. influenzae","Minocycline","J01A","14","0","0"
"HRV","2013","H. influenzae","Minocycline","J01A","14","0","0"
"HRV","2014","H. influenzae","Minocycline","J01A","14","0","0"
"HRV","2015","H. influenzae","Minocycline","J01A","15","0","0"
"HRV","2016","H. influenzae","Minocycline","J01A","16","0","0"
"HRV","2017","H. influenzae","Minocycline","J01A","13","0","0"
"CZE","2006","H. influenzae","Minocycline","J01A","15","0","0"
"CZE","2007","H. influenzae","Minocycline","J01A","21","0","0"
"CZE","2008","H. influenzae","Minocycline","J01A","7","0","0"
"CZE","2009","H. influenzae","Minocycline","J01A","14","0","0"
"CZE","2010","H. influenzae","Minocycline","J01A","12","0","0"
"CZE","2011","H. influenzae","Minocycline","J01A","10","1","10"
"CZE","2013","H. influenzae","Minocycline","J01A","4","0","0"
"CZE","2014","H. influenzae","Minocycline","J01A","21","0","0"
"CZE","2015","H. influenzae","Minocycline","J01A","30","0","0"
"CZE","2016","H. influenzae","Minocycline","J01A","61","0","0"
"CZE","2017","H. influenzae","Minocycline","J01A","67","0","0"
"DNK","2006","H. influenzae","Minocycline","J01A","30","0","0"
"DNK","2007","H. influenzae","Minocycline","J01A","59","0","0"
"DNK","2008","H. influenzae","Minocycline","J01A","22","0","0"
"DNK","2009","H. influenzae","Minocycline","J01A","23","0","0"
"DNK","2010","H. influenzae","Minocycline","J01A","17","0","0"
"DNK","2011","H. influenzae","Minocycline","J01A","15","0","0"
"DNK","2012","H. influenzae","Minocycline","J01A","4","0","0"
"DNK","2013","H. influenzae","Minocycline","J01A","16","0","0"
"DNK","2014","H. influenzae","Minocycline","J01A","42","0","0"
"DNK","2015","H. influenzae","Minocycline","J01A","27","0","0"
"DNK","2016","H. influenzae","Minocycline","J01A","23","1","4.35"
"DNK","2017","H. influenzae","Minocycline","J01A","8","0","0"
"FIN","2006","H. influenzae","Minocycline","J01A","15","0","0"
"FIN","2007","H. influenzae","Minocycline","J01A","10","0","0"
"FIN","2008","H. influenzae","Minocycline","J01A","16","0","0"
"FIN","2010","H. influenzae","Minocycline","J01A","12","0","0"
"FIN","2011","H. influenzae","Minocycline","J01A","15","0","0"
"FIN","2013","H. influenzae","Minocycline","J01A","14","0","0"
"FIN","2014","H. influenzae","Minocycline","J01A","30","0","0"
"FIN","2015","H. influenzae","Minocycline","J01A","1","0","0"
"FIN","2016","H. influenzae","Minocycline","J01A","15","0","0"
"FRA","2004","H. influenzae","Minocycline","J01A","56","0","0"
"FRA","2005","H. influenzae","Minocycline","J01A","29","0","0"
"FRA","2006","H. influenzae","Minocycline","J01A","78","1","1.28"
"FRA","2007","H. influenzae","Minocycline","J01A","166","1","0.6"
"FRA","2008","H. influenzae","Minocycline","J01A","256","0","0"
"FRA","2009","H. influenzae","Minocycline","J01A","225","0","0"
"FRA","2010","H. influenzae","Minocycline","J01A","166","0","0"
"FRA","2011","H. influenzae","Minocycline","J01A","174","2","1.15"
"FRA","2012","H. influenzae","Minocycline","J01A","149","1","0.67"
"FRA","2013","H. influenzae","Minocycline","J01A","171","0","0"
"FRA","2014","H. influenzae","Minocycline","J01A","167","0","0"
"FRA","2015","H. influenzae","Minocycline","J01A","184","1","0.54"
"FRA","2016","H. influenzae","Minocycline","J01A","182","0","0"
"FRA","2017","H. influenzae","Minocycline","J01A","175","0","0"
"DEU","2004","H. influenzae","Minocycline","J01A","74","0","0"
"DEU","2005","H. influenzae","Minocycline","J01A","15","0","0"
"DEU","2006","H. influenzae","Minocycline","J01A","59","1","1.69"
"DEU","2007","H. influenzae","Minocycline","J01A","89","0","0"
"DEU","2008","H. influenzae","Minocycline","J01A","110","1","0.91"
"DEU","2009","H. influenzae","Minocycline","J01A","169","0","0"
"DEU","2010","H. influenzae","Minocycline","J01A","136","2","1.47"
"DEU","2011","H. influenzae","Minocycline","J01A","171","0","0"
"DEU","2012","H. influenzae","Minocycline","J01A","114","0","0"
"DEU","2013","H. influenzae","Minocycline","J01A","214","1","0.47"
"DEU","2014","H. influenzae","Minocycline","J01A","193","1","0.52"
"DEU","2015","H. influenzae","Minocycline","J01A","162","0","0"
"DEU","2016","H. influenzae","Minocycline","J01A","165","0","0"
"DEU","2017","H. influenzae","Minocycline","J01A","194","0","0"
"GRC","2004","H. influenzae","Minocycline","J01A","13","0","0"
"GRC","2005","H. influenzae","Minocycline","J01A","2","0","0"
"GRC","2006","H. influenzae","Minocycline","J01A","59","0","0"
"GRC","2007","H. influenzae","Minocycline","J01A","14","0","0"
"GRC","2008","H. influenzae","Minocycline","J01A","11","0","0"
"GRC","2009","H. influenzae","Minocycline","J01A","10","0","0"
"GRC","2010","H. influenzae","Minocycline","J01A","8","0","0"
"GRC","2011","H. influenzae","Minocycline","J01A","6","0","0"
"GRC","2012","H. influenzae","Minocycline","J01A","2","0","0"
"GRC","2013","H. influenzae","Minocycline","J01A","8","0","0"
"GRC","2014","H. influenzae","Minocycline","J01A","19","0","0"
"GRC","2015","H. influenzae","Minocycline","J01A","13","0","0"
"GRC","2016","H. influenzae","Minocycline","J01A","34","0","0"
