"ISO3","Year","PC1","PC2","PC3","GDP"
"ESP",2018,2.77743547487772,-10.5384536462025,0.784049962861412,46267.79801
"ESP",2019,2.97299352049644,-10.6892929599709,0.682945537323205,46837.82054
"LKA",2001,-3.31751694915453,-0.949850223521064,1.50080240323175,6230.030519
"LKA",2002,-3.22586854019987,-1.10996086620089,1.50441740382389,6409.862789
"LKA",2003,-3.28788469713174,-1.32943189230617,1.24461804558728,6741.012488
"LKA",2004,-3.26026074869154,-1.35703382903287,1.24783480089983,7059.910981
"LKA",2005,-3.10824387802245,-1.65361678310584,1.23026988019451,7452.742341
"LKA",2006,-3.02535317218512,-1.80156999541342,1.22000967084715,7970.66491
"LKA",2007,-2.93660573004478,-1.95167293069154,1.20862564375283,8454.206753
"LKA",2008,-2.85728259031747,-2.08322840182522,1.19905695410811,8897.82686
"LKA",2009,-2.83369376871844,-2.28046367462005,1.13525561587146,9156.319065
"LKA",2010,-2.76993134935392,-2.77412987028241,0.869876189221976,9832.186223
"LKA",2011,-2.68590540205879,-2.91574380133035,0.864908775148896,10618.4926
"LKA",2012,-2.59545141059401,-3.0763133968892,0.858998816317731,11447.69377
"LKA",2013,-2.50262958436112,-3.23695318094172,0.853755117659659,12249.72234
"LKA",2014,-2.41231945951123,-3.3995926889825,0.845382309814878,12909.96631
"LKA",2015,-2.32401575734724,-3.5603991054415,0.841884908387532,13329.77934
"LKA",2016,-2.23892462159779,-3.72179409526715,0.840522858608886,13845.61468
"LKA",2017,-2.15764386093743,-3.88310462111471,0.840982781188947,14578.60186
"LKA",2018,-2.07149375360578,-4.04528550192976,0.841832188345332,14759.82489
"LKA",2019,-1.94599606759167,-3.95099317863725,0.932684886620244,14637.44429
"LCA",2001,-3.76958043002742,0.705913957198642,1.55246895344714,17993.48296
"LCA",2002,-3.84020169989859,0.465090872327642,1.12631929599396,17911.47617
"LCA",2003,-3.76279832620099,0.142714574639377,1.07732967507015,18522.35412
"LCA",2004,-3.65746302412919,-0.0591417942632963,1.08626480724432,19715.6607
"LCA",2005,-3.54941143697738,-0.265777049483132,1.09374614538916,19491.05107
"LCA",2006,-3.42197234990225,-0.494646999812863,1.09957857950239,20550.88371
"LCA",2007,-3.18557259215845,-0.717557907047443,1.15173261474241,20759.12636
"LCA",2008,-2.94107956684027,-1.31993742191692,1.08705890973774,21651.0481
