"","x"
"Acinetobacter spp.",1.62981157733372
"E. coli",1.06911585964828
"E. faecalis",0.483630899934526
"E. faecium",0.705323804520958
"Enterococcus spp.",1.58195220627761
"H. influenzae",-0.0082530977933398
"K. pneumoniae",0.663055397021473
"Morganella spp.",0.587432676664841
"P. aeruginosa",0.808225289202439
"S. agalactiae",0.2035825135268
"S. aureus",0.997912567499971
"S. pneumoniae",1.17833950350541
"S. pyogenes",0.66375950592467
"Salmonella spp.",-0.552151463300355
