"","x"
"Acinetobacter spp.",0.410418239745307
"E. coli",0.632621240984465
"E. faecalis",0.157121945203703
"Enterococcus spp.",0.522165538412199
"H. influenzae",0.0297739763956334
"K. pneumoniae",0.660565562121047
"P. aeruginosa",0.317422014644713
"S. aureus",-0.0264259165059945
"S. pneumoniae",0.446872995720772
"S. pyogenes",-0.213177510423068
"Salmonella spp.",1.01333970066429
