"","x"
"Acinetobacter spp.",0.556720368677277
"E. coli",0.329954716801482
"E. faecalis",0.244119986384001
"E. faecium",0.254274095254204
"Enterococcus spp.",0.487891620222408
"K. pneumoniae",0.340381381395099
"Morganella spp.",0.296022833547973
"P. aeruginosa",0.378858229134158
"S. agalactiae",1.37663125099765
"S. aureus",0.547757706345135
"S. pneumoniae",0.660911736201469
"S. pyogenes",0.561775075887074
