"","Antibiotic","Gradient"
"1","J01A",0.010125074854778
"2","J01A",0.0138628859495015
"3","J01A",-0.0925323538041917
"4","J01A",0.00176986312404846
"5","J01A",0.0147024565816355
"6","J01A",-0.0202387841894434
"7","J01A",-0.00477232347073206
"8","J01A",-0.00143614620469082
"9","J01A",0.0168529140068858
"10","J01A",-0.011044035974213
"11","J01A",0.0145379247233897
"12","J01A",-0.0368872595163383
"13","J01A",0.0581737834593868
"14","J01A",0.041630498520715
"15","J01A",-0.00603235079869134
"16","J01A",0.02234679931201
"17","J01A",0.0391480558097181
"18","J01A",-0.0279379395840133
"19","J01A",-0.0518213938859822
"20","J01A",0.0151223678497856
"21","J01A",0.0364866510019803
"22","J01A",-0.00889671336078206
"23","J01A",0.0443466717161239
"24","J01A",0.026266617600137
"25","J01A",-0.0280464059206809
"26","J01A",0.102589884367719
"27","J01A",0.00252709167989832
"28","J01A",0.0066838581095024
"29","J01A",0.0648786089133238
"30","J01A",-0.105202765470053
"31","J01A",-0.02417638264446
"32","J01A",0.0432679071258204
"33","J01A",0.0177902357339876
"34","J01A",0.029097497245745
"35","J01A",0.00504397241046976
"36","J01A",0.00806549570789656
"37","J01A",0.00035716415367772
"38","J01A",0.0209599121277504
"39","J01A",0.0323345586088174
"40","J01A",0.0851289611377811
"41","J01A",0.029387671619621
"42","J01A",-0.013348669572009
"43","J01A",-0.0106863956669733
"44","J01A",-0.0164641635770349
"45","J01A",0.039416646735052
"46","J01A",-0.0246986414836861
"47","J01A",0.0624047379674535
"48","J01A",-0.0146300630079799
"49","J01A",-0.0104884910464833
"50","J01A",0.0691749465029911
"51","J01A",-0.013819307903144
"52","J01A",0.0579336842434968
"53","J01A",-0.0398385655380773
"54","J01A",0.0118035441250031
"55","J01A",0.0584706608420242
"56","J01A",0.0285542311231358
"57","J01A",0.032813030786377
"58","J01A",0.019440434449183
"59","J01A",0.0354688283236118
"60","J01A",0.0458074184406738
"61","J01A",0.00422315010666776
"62","J01A",0.0283952684266077
"63","J01A",0.0444746200119034
"64","J01A",-0.000156815410815699
"65","J01A",0.00133149499565796
"66","J01A",0.0341802845735925
"67","J01A",0.00585412836216216
"68","J01A",0.0011193488834983
"69","J01A",-0.00627417880216047
"70","J01A",-0.0205107536010581
"71","J01A",0.0411713550260754
"72","J01A",-0.0335572809147814
"73","J01A",0.0253425400391082
"74","J01A",-0.00141011032110505
"75","J01A",0.0226280634271625
"76","J01A",-0.00739470383017366
"77","J01A",0.0107479463026008
"78","J01A",0.0366708029981505
"79","J01A",-0.0675790376247507
"80","J01A",0.0176879570096799
"81","J01A",0.0625607890535421
"82","J01A",-0.0166976924400265
"83","J01A",0.0391078500546445
"84","J01A",0.00383268035617872
"85","J01A",-0.0388911671059309
"86","J01A",-0.0344443003871648
"87","J01A",0.0181847261641751
"88","J01A",0.00734519860938199
"89","J01A",-0.0354633804565431
"90","J01A",0.0410460875466102
"91","J01A",-0.0146979233305467
"92","J01A",0.00810237539785755
