"","x"
"Acinetobacter spp.",0.0299636603081219
"E. coli",0.341740760893759
"E. faecalis",0.00135541306769032
"Enterococcus spp.",-0.519548725531788
"H. influenzae",0.0241201618229643
"K. pneumoniae",0.250574024773818
"P. aeruginosa",-0.223895184986339
"S. aureus",-0.228731101330359
"S. pneumoniae",-0.265969595591458
"S. pyogenes",-0.638257871120551
"Salmonella spp.",-2.35134101573706
